x.pos,y.pos,year,month,day,Depth,TNO,survey,transect,area,Nhat,yearmonth,impact
394491.29,6174489.17,2006,5,11,24.34,602,6,2,0.956,0,20065,0
394489,6173989.11,2006,5,11,24,602,6,2,0.956,0,20065,0
394496.01,6173489.25,2006,5,11,23.7,602,6,2,0.956,0,20065,0
394496.15,6172989.38,2006,5,11,23.4,602,6,2,0.956,0,20065,0
394496.94,6172489.48,2006,5,11,23.07,602,6,2,0.956,0,20065,0
394507.49,6171989.68,2006,5,11,22.99,602,6,2,0.956,0,20065,0
394506.54,6171489.61,2006,5,11,23.08,602,6,2,0.956,0,20065,0
394517.17,6170989.76,2006,5,11,23.16,602,6,2,0.956,0,20065,0
394513.66,6170489.82,2006,5,11,23.32,602,6,2,0.956,0,20065,0
394520.75,6169989.9,2006,5,11,23.47,602,6,2,0.956,0,20065,0
394517.06,6169489.91,2006,5,11,23.69,602,6,2,0.956,0,20065,0
394516.89,6168989.9,2006,5,11,23.96,602,6,2,0.956,0,20065,0
394506.04,6168490.22,2006,5,11,24.27,602,6,2,0.956,0,20065,0
394526.4,6167990.73,2006,5,11,24.54,602,6,2,0.956,0,20065,0
394534.02,6167490.84,2006,5,11,24.78,602,6,2,0.956,0,20065,0
394543.75,6166991.07,2006,5,11,25.23,602,6,2,0.956,0,20065,0
394556.21,6166491.31,2006,5,11,26.76,602,6,2,0.956,0,20065,0
394561.03,6165991.4,2006,5,11,28.11,602,6,2,0.956,0,20065,0
394572.29,6165491.55,2006,5,11,29.35,602,6,2,0.956,0,20065,0
394575.36,6164991.64,2006,5,11,30.46,602,6,2,0.956,0,20065,0
394580.64,6164491.74,2006,5,11,30.9,602,6,2,0.956,0,20065,0
394567.15,6163992.06,2006,5,11,30.66,602,6,2,0.956,0,20065,0
394558.14,6163492.18,2006,5,11,30.43,602,6,2,0.956,0,20065,0
394551.82,6162992.31,2006,5,11,30.22,602,6,2,0.956,0,20065,0
394555.83,6162492.48,2006,5,11,29.82,602,6,2,0.956,0,20065,0
394552.28,6161992.57,2006,5,11,29.17,602,6,2,0.956,0,20065,0
394558.04,6161492.56,2006,5,11,31.02,602,6,2,0.956,0,20065,0
394551.56,6160992.72,2006,5,11,32.65,602,6,2,0.956,0,20065,0
394542.61,6160492.97,2006,5,11,33,602,6,2,0.956,0,20065,0
394535.49,6159993.08,2006,5,11,33.34,602,6,2,0.956,0,20065,0
394520.9,6159493.34,2006,5,11,33.74,602,6,2,0.956,0,20065,0
394513.38,6158993.48,2006,5,11,33.99,602,6,2,0.956,0,20065,0
394517.84,6158493.51,2006,5,11,34.09,602,6,2,0.956,0,20065,0
394511.01,6157993.61,2006,5,11,34.12,602,6,2,0.956,0,20065,0
394497.91,6157493.88,2006,5,11,34.17,602,6,2,0.956,0,20065,0
394486.86,6156994.14,2006,5,11,34.21,602,6,2,0.956,0,20065,0
394482.82,6156494.22,2006,5,11,34.14,602,6,2,0.956,0,20065,0
394472.25,6155994.34,2006,5,11,33.91,602,6,2,0.956,0,20065,0
394473.84,6155494.44,2006,5,11,33.16,602,6,2,0.956,0,20065,0
394468.98,6154994.57,2006,5,11,32.34,602,6,2,0.956,0,20065,0
394463.75,6154494.68,2006,5,11,31.66,602,6,2,0.956,0,20065,0
394460.05,6153994.81,2006,5,11,31.03,602,6,2,0.956,0,20065,0
394446.65,6153495.13,2006,5,11,30.43,602,6,2,0.956,0,20065,0
394435.99,6152995.35,2006,5,11,29.88,602,6,2,0.956,0,20065,0
394419.08,6152495.73,2006,5,11,29.34,602,6,2,0.956,0,20065,0
394412.46,6151995.8,2006,5,11,28.81,602,6,2,0.956,0,20065,0
394397.42,6151496,2006,5,11,28.33,602,6,2,0.956,0,20065,0
394389.1,6150996.2,2006,5,11,27.91,602,6,2,0.956,0,20065,0
394383.55,6150496.36,2006,5,11,27.56,602,6,2,0.956,0,20065,0
394369.82,6149996.65,2006,5,11,27.3,602,6,2,0.956,0,20065,0
394361.41,6149496.8,2006,5,11,27.32,602,6,2,0.956,0,20065,0
394348.4,6148996.9,2006,5,11,27.49,602,6,2,0.956,0,20065,0
394351.43,6148497.01,2006,5,11,27.63,602,6,2,0.956,0,20065,0
394340.99,6147997.18,2006,5,11,27.34,602,6,2,0.956,0,20065,0
394348.22,6147497.35,2006,5,11,26.07,602,6,2,0.956,0,20065,0
394373.97,6146998.11,2006,5,11,25.18,602,6,2,0.956,0,20065,0
396502.91,6146794.2,2006,5,11,22.68,603,6,3,0.141488,0,20065,0
396500.67,6147081.05,2006,5,11,24.32,603,6,3,0.956,0,20065,0
396498.92,6147581.01,2006,5,11,25.72,603,6,3,0.956,0,20065,0
396498.85,6148080.92,2006,5,11,26.34,603,6,3,0.956,0,20065,0
396497.11,6148580.89,2006,5,11,26.49,603,6,3,0.956,0,20065,0
396497.1,6149080.85,2006,5,11,26.5,603,6,3,0.956,0,20065,0
396492.44,6149580.77,2006,5,11,26.6,603,6,3,0.956,0,20065,0
396494.22,6150080.75,2006,5,11,26.7,603,6,3,0.956,0,20065,0
396486.47,6150580.65,2006,5,11,26.99,603,6,3,0.956,0,20065,0
396493.26,6151080.6,2006,5,11,28.08,603,6,3,0.956,0,20065,0
396486.36,6151580.53,2006,5,11,29.18,603,6,3,0.956,0,20065,0
396485.1,6152080.47,2006,5,11,30.05,603,6,3,0.956,0,20065,0
396480.57,6152580.42,2006,5,11,30.56,603,6,3,0.956,0,20065,0
396476.15,6153080.37,2006,5,11,30.96,603,6,3,0.956,0,20065,0
396479.6,6153580.28,2006,5,11,31.32,603,6,3,0.956,0,20065,0
396469.31,6154080.19,2006,5,11,31.66,603,6,3,0.956,0,20065,0
396472.49,6154580.16,2006,5,11,31.95,603,6,3,0.956,0,20065,0
396466.54,6155080.06,2006,5,11,32.17,603,6,3,0.956,0,20065,0
396469.33,6155580.04,2006,5,11,32.27,603,6,3,0.956,0,20065,0
396468.49,6156080,2006,5,11,32.32,603,6,3,0.956,0,20065,0
396465.72,6156579.93,2006,5,11,32.38,603,6,3,0.956,0,20065,0
396467.56,6157079.9,2006,5,11,32.28,603,6,3,0.956,0,20065,0
396464.87,6157579.88,2006,5,11,31.96,603,6,3,0.956,0,20065,0
396465.1,6158079.83,2006,5,11,32.04,603,6,3,0.956,0,20065,0
396456.48,6158579.75,2006,5,11,32.03,603,6,3,0.956,0,20065,0
396458.67,6159079.73,2006,5,11,31.97,603,6,3,0.956,0,20065,0
396446.1,6159579.5,2006,5,11,31.93,603,6,3,0.956,0,20065,0
396444.83,6160079.5,2006,5,11,31.95,603,6,3,0.956,0,20065,0
396439.18,6160579.44,2006,5,11,31.47,603,6,3,0.956,0,20065,0
396441.98,6161079.35,2006,5,11,30.2,603,6,3,0.956,0,20065,0
396444.23,6161579.3,2006,5,11,28.95,603,6,3,0.956,0,20065,0
396442.5,6162079.27,2006,5,11,27.84,603,6,3,0.956,0,20065,0
396446.01,6162579.2,2006,5,11,27.16,603,6,3,0.956,0,20065,0
396443.36,6163079.16,2006,5,11,26.71,603,6,3,0.956,0,20065,0
396457.34,6163578.94,2006,5,11,26.51,603,6,3,0.956,0,20065,0
396472.32,6164078.65,2006,5,11,26.41,603,6,3,0.956,0,20065,0
396487.48,6164578.41,2006,5,11,26.13,603,6,3,0.956,0,20065,0
396498.53,6165078.27,2006,5,11,25.81,603,6,3,0.956,0,20065,0
396505.59,6165578.15,2006,5,11,25.29,603,6,3,0.956,0,20065,0
396513.85,6166078.03,2006,5,11,24.62,603,6,3,0.956,0,20065,0
396518.49,6166577.98,2006,5,11,23.89,603,6,3,0.956,0,20065,0
396528.83,6167077.83,2006,5,11,23.17,603,6,3,0.956,0,20065,0
396530.71,6167577.8,2006,5,11,22.39,603,6,3,0.956,0,20065,0
396540.57,6168077.7,2006,5,11,21.58,603,6,3,0.956,0,20065,0
396544.21,6168577.67,2006,5,11,20.98,603,6,3,0.956,0,20065,0
396550.99,6169077.62,2006,5,11,20.49,603,6,3,0.956,0,20065,0
396545.41,6169577.56,2006,5,11,20.05,603,6,3,0.956,0,20065,0
396546.41,6170077.49,2006,5,11,20.21,603,6,3,0.956,0,20065,0
396543.89,6170577.47,2006,5,11,20.74,603,6,3,0.956,0,20065,0
396545.71,6171077.44,2006,5,11,21.28,603,6,3,0.956,0,20065,0
396541.92,6171577.34,2006,5,11,21.87,603,6,3,0.956,0,20065,0
396541.03,6172077.31,2006,5,11,22.47,603,6,3,0.956,0,20065,0
396535.52,6172577.25,2006,5,11,23.08,603,6,3,0.956,0,20065,0
396531.76,6173077.2,2006,5,11,23.57,603,6,3,0.956,0,20065,0
396532.45,6173577.2,2006,5,11,23.86,603,6,3,0.956,0,20065,0
396530.08,6174077.18,2006,5,11,23.97,603,6,3,0.956,0,20065,0
396514.98,6174576.96,2006,5,11,24.02,603,6,3,0.956,0,20065,0
396511.22,6175076.88,2006,5,11,24.02,603,6,3,0.956,0,20065,0
396504.66,6175576.82,2006,5,11,23.97,603,6,3,0.956,0,20065,0
396493.09,6176076.65,2006,5,11,23.99,603,6,3,0.956,0,20065,0
396486.89,6176576.55,2006,5,11,24.02,603,6,3,0.956,0,20065,0
396478.95,6177076.45,2006,5,11,24.06,603,6,3,0.956,0,20065,0
396473.81,6177576.39,2006,5,11,24.11,603,6,3,0.956,0,20065,0
396470.72,6178076.32,2006,5,11,24.17,603,6,3,0.956,0,20065,0
396465.02,6178576.25,2006,5,11,24.19,603,6,3,0.956,0,20065,0
396464.96,6179076.23,2006,5,11,24.08,603,6,3,0.956,0,20065,0
396464.81,6179576.17,2006,5,11,23.9,603,6,3,0.956,0,20065,0
396464.71,6180076.12,2006,5,11,23.72,603,6,3,0.956,0,20065,0
396469.76,6180576.06,2006,5,11,23.54,603,6,3,0.956,0,20065,0
396474.97,6181076,2006,5,11,23.38,603,6,3,0.956,0,20065,0
396485.1,6181575.82,2006,5,11,23.26,603,6,3,0.956,0,20065,0
396490.48,6182075.36,2006,5,11,23.4,603,6,3,0.956,0,20065,0
398521.72,6182291.32,2006,5,11,23.14,604,6,4,0.1434,0,20065,0
398530.89,6182003.81,2006,5,11,23.02,604,6,4,0.956,0,20065,0
398537.53,6181503.82,2006,5,11,22.87,604,6,4,0.956,0,20065,0
398554.99,6181004.18,2006,5,11,22.79,604,6,4,0.956,0,20065,0
398559.95,6180504.32,2006,5,11,22.76,604,6,4,0.956,0,20065,0
398573.74,6180004.63,2006,5,11,22.76,604,6,4,0.956,0,20065,0
398584.74,6179504.84,2006,5,11,22.8,604,6,4,0.956,0,20065,0
398592.54,6179004.99,2006,5,11,22.79,604,6,4,0.956,0,20065,0
398602.69,6178505.19,2006,5,11,22.73,604,6,4,0.956,0,20065,0
398606.22,6178005.28,2006,5,11,22.61,604,6,4,0.956,0,20065,0
398617.98,6177505.44,2006,5,11,22.49,604,6,4,0.956,0,20065,0
398623.02,6177005.49,2006,5,11,22.48,604,6,4,0.956,0,20065,0
398634.49,6176505.68,2006,5,11,22.51,604,6,4,0.956,0,20065,0
398643.45,6176005.85,2006,5,11,22.57,604,6,4,0.956,0,20065,0
398653.5,6175506,2006,5,11,22.68,604,6,4,0.956,0,20065,0
398661.17,6175006.08,2006,5,11,22.72,604,6,4,0.956,0,20065,0
398671.39,6174506.2,2006,5,11,22.73,604,6,4,0.956,0,20065,0
398666.97,6174006.24,2006,5,11,22.68,604,6,4,0.956,0,20065,0
398670.86,6173506.28,2006,5,11,22.49,604,6,4,0.956,0,20065,0
398666.42,6173006.37,2006,5,11,22.12,604,6,4,0.956,0,20065,0
398668.24,6172506.49,2006,5,11,21.62,604,6,4,0.956,0,20065,0
398678.73,6172006.7,2006,5,11,21.05,604,6,4,0.956,0,20065,0
398683.06,6171506.68,2006,5,11,20.46,604,6,4,0.956,0,20065,0
398699,6171006.97,2006,5,11,19.86,604,6,4,0.956,0,20065,0
398705.92,6170507.12,2006,5,11,19.25,604,6,4,0.956,0,20065,0
398707.39,6170007.23,2006,5,11,18.67,604,6,4,0.956,0,20065,0
398705.14,6169507.31,2006,5,11,18.23,604,6,4,0.956,0,20065,0
398712.69,6169007.32,2006,5,11,18.02,604,6,4,0.956,0,20065,0
398712.22,6168507.36,2006,5,11,18.45,604,6,4,0.956,0,20065,0
398718.86,6168007.57,2006,5,11,18.89,604,6,4,0.956,0,20065,0
398728.1,6167507.76,2006,5,11,18.3,604,6,4,0.956,0,20065,0
398724.56,6167007.83,2006,5,11,17.48,604,6,4,0.956,0,20065,0
398729.7,6166507.9,2006,5,11,16.92,604,6,4,0.956,0,20065,0
398726.8,6166007.95,2006,5,11,17.42,604,6,4,0.956,0,20065,0
398723.66,6165508.01,2006,5,11,18.33,604,6,4,0.956,0,20065,0
398731.2,6165008.13,2006,5,11,19.23,604,6,4,0.956,0,20065,0
398723.95,6164508.23,2006,5,11,20.94,604,6,4,0.956,0,20065,0
398722.31,6164008.34,2006,5,11,22.44,604,6,4,0.956,0,20065,0
398715.64,6163508.46,2006,5,11,23.82,604,6,4,0.956,0,20065,0
398706.9,6163008.53,2006,5,11,24.67,604,6,4,0.956,0,20065,0
398704.09,6162508.56,2006,5,11,24.94,604,6,4,0.956,0,20065,0
398704.9,6162008.56,2006,5,11,25.26,604,6,4,0.956,0,20065,0
398708.84,6161508.58,2006,5,11,25.88,604,6,4,0.956,0,20065,0
398715.48,6161008.65,2006,5,11,26.44,604,6,4,0.956,0,20065,0
398707.71,6160508.75,2006,5,11,26.89,604,6,4,0.956,0,20065,0
398712.32,6160008.73,2006,5,11,27.16,604,6,4,0.956,0,20065,0
398708.97,6159508.78,2006,5,11,27.81,604,6,4,0.956,0,20065,0
398724.3,6159009.06,2006,5,11,28.42,604,6,4,0.956,0,20065,0
398731.27,6158509.12,2006,5,11,28.94,604,6,4,0.956,0,20065,0
398729.02,6158009.14,2006,5,11,29.31,604,6,4,0.956,0,20065,0
398723.84,6157509.16,2006,5,11,29.45,604,6,4,0.956,0,20065,0
398714.79,6157009.21,2006,5,11,29.49,604,6,4,0.956,0,20065,0
398692.63,6156509.78,2006,5,11,29.51,604,6,4,0.956,0,20065,0
398685.07,6156009.91,2006,5,11,29.49,604,6,4,0.956,0,20065,0
398674.77,6155510.13,2006,5,11,29.48,604,6,4,0.956,0,20065,0
398669.18,6155010.27,2006,5,11,29.55,604,6,4,0.956,0,20065,0
398668.93,6154510.34,2006,5,11,29.83,604,6,4,0.956,0,20065,0
398660.68,6154010.46,2006,5,11,29.99,604,6,4,0.956,0,20065,0
398662.05,6153510.53,2006,5,11,30.09,604,6,4,0.956,0,20065,0
398654.43,6153010.64,2006,5,11,30.47,604,6,4,0.956,0,20065,0
398648.57,6152510.8,2006,5,11,30.73,604,6,4,0.956,0,20065,0
398654.14,6152010.81,2006,5,11,30.69,604,6,4,0.956,0,20065,0
398631,6151511.47,2006,5,11,30.5,604,6,4,0.956,0,20065,0
398616.11,6151011.73,2006,5,11,30.25,604,6,4,0.956,0,20065,0
398593.84,6150512.31,2006,5,11,29.96,604,6,4,0.956,0,20065,0
398573.68,6150012.81,2006,5,11,29.62,604,6,4,0.956,0,20065,0
398543.97,6149513.87,2006,5,11,29.23,604,6,4,0.956,0,20065,0
398552.15,6149014.05,2006,5,11,28.85,604,6,4,0.956,0,20065,0
398559.77,6148514.15,2006,5,11,28.56,604,6,4,0.956,0,20065,0
398573.43,6148014.44,2006,5,11,27.23,604,6,4,0.956,0,20065,0
398598.56,6147515.03,2006,5,11,25.44,604,6,4,0.956,0,20065,0
398628.58,6147016.05,2006,5,11,23.56,604,6,4,0.956,0,20065,0
400286.83,6146808.6,2006,5,11,21.68,605,6,5,0.13384,0,20065,0
400289.23,6147093.39,2006,5,11,22.87,605,6,5,0.956,0,20065,0
400283.82,6147593.36,2006,5,11,24.84,605,6,5,0.956,0,20065,0
400286.82,6148093.3,2006,5,11,26.6,605,6,5,0.956,0,20065,0
400281.22,6148593.27,2006,5,11,28.13,605,6,5,0.956,0,20065,0
400287,6149093.24,2006,5,11,29.41,605,6,5,0.956,0,20065,0
400283.44,6149593.18,2006,5,11,30.05,605,6,5,0.956,0,20065,0
400289.87,6150093.12,2006,5,11,30.17,605,6,5,0.956,0,20065,0
400290.55,6150593.05,2006,5,11,30.23,605,6,5,0.956,0,20065,0
400292.91,6151093.01,2006,5,11,30.27,605,6,5,0.956,0,20065,0
400296.1,6151592.98,2006,5,11,30.28,605,6,5,0.956,0,20065,0
400294.55,6152092.91,2006,5,11,30.25,605,6,5,0.956,0,20065,0
400297.91,6152592.87,2006,5,11,30.15,605,6,5,0.956,0,20065,0
400290.39,6153092.82,2006,5,11,29.97,605,6,5,0.956,0,20065,0
400294.71,6153592.75,2006,5,11,29.64,605,6,5,0.956,0,20065,0
400287.24,6154092.69,2006,5,11,29.22,605,6,5,0.956,0,20065,0
400292.67,6154592.6,2006,5,11,28.71,605,6,5,0.956,0,20065,0
400296.37,6155092.55,2006,5,11,28.21,605,6,5,0.956,0,20065,0
400293.43,6155592.54,2006,5,11,27.86,605,6,5,0.956,0,20065,0
400300.11,6156092.44,2006,5,11,27.62,605,6,5,0.956,0,20065,0
400294.68,6156592.4,2006,5,11,27.18,605,6,5,0.956,0,20065,0
400302.06,6157092.33,2006,5,11,26.84,605,6,5,0.956,0,20065,0
400304.33,6157592.27,2006,5,11,26.75,605,6,5,0.956,0,20065,0
400306.76,6158092.25,2006,5,11,26.58,605,6,5,0.956,0,20065,0
400314.45,6158592.19,2006,5,11,26.3,605,6,5,0.956,0,20065,0
400309.81,6159092.1,2006,5,11,25.93,605,6,5,0.956,0,20065,0
400319.58,6159592.01,2006,5,11,25.55,605,6,5,0.956,0,20065,0
400318.62,6160091.98,2006,5,11,25.23,605,6,5,0.956,0,20065,0
400326.64,6160591.86,2006,5,11,23.57,605,6,5,0.956,0,20065,0
400328.57,6161091.84,2006,5,11,21.86,605,6,5,0.956,0,20065,0
400330.69,6161591.77,2006,5,11,20.99,605,6,5,0.956,0,20065,0
400335.95,6162091.7,2006,5,11,19.93,605,6,5,0.956,0,20065,0
400338.31,6162591.67,2006,5,11,18.7,605,6,5,0.956,0,20065,0
400346.43,6163091.55,2006,5,11,17.55,605,6,5,0.956,0,20065,0
400344.08,6163591.53,2006,5,11,16.35,605,6,5,0.956,0,20065,0
400351.95,6164091.48,2006,5,11,15.12,605,6,5,0.956,0,20065,0
400348.56,6164591.4,2006,5,11,14.73,605,6,5,0.956,0,20065,0
400357.04,6165091.33,2006,5,11,14.86,605,6,5,0.956,0,20065,0
400358.05,6165591.31,2006,5,11,14.47,605,6,5,0.956,0,20065,0
400368.01,6166091.15,2006,5,11,13.89,605,6,5,0.956,0,20065,0
400369.94,6166591.14,2006,5,11,13.37,605,6,5,0.956,0,20065,0
400376.55,6167091.07,2006,5,11,14.68,605,6,5,0.956,0,20065,0
400379.54,6167591.01,2006,5,11,15.59,605,6,5,0.956,0,20065,0
400385.99,6168090.94,2006,5,11,16.33,605,6,5,0.956,0,20065,0
400392.96,6168590.85,2006,5,11,16.99,605,6,5,0.956,0,20065,0
400396.59,6169090.79,2006,5,11,17.74,605,6,5,0.956,0,20065,0
400403.97,6169590.7,2006,5,11,18.25,605,6,5,0.956,0,20065,0
400400.18,6170090.7,2006,5,11,18.63,605,6,5,0.956,0,20065,0
400412.58,6170590.48,2006,5,11,18.9,605,6,5,0.956,0,20065,0
400414.16,6171090.47,2006,5,11,19.18,605,6,5,0.956,0,20065,0
400422.47,6171590.38,2006,5,11,19.55,605,6,5,0.956,0,20065,0
400427.17,6172090.32,2006,5,11,19.92,605,6,5,0.956,0,20065,0
400434.57,6172590.24,2006,5,11,20.28,605,6,5,0.956,0,20065,0
400442.84,6173090.14,2006,5,11,20.63,605,6,5,0.956,0,20065,0
400432.03,6173589.96,2006,5,11,20.96,605,6,5,0.956,0,20065,0
400408.49,6174089.41,2006,5,11,21.15,605,6,5,0.956,0,20065,0
400395.6,6174589.25,2006,5,11,21.13,605,6,5,0.956,0,20065,0
400375.65,6175088.76,2006,5,11,21.18,605,6,5,0.956,0,20065,0
400364,6175588.61,2006,5,11,21.09,605,6,5,0.956,0,20065,0
400350.82,6176088.39,2006,5,11,20.95,605,6,5,0.956,0,20065,0
400338.67,6176588.2,2006,5,11,20.72,605,6,5,0.956,0,20065,0
400327.73,6177088.03,2006,5,11,20.48,605,6,5,0.956,0,20065,0
400322.55,6177587.98,2006,5,11,20.43,605,6,5,0.956,0,20065,0
400314.48,6178087.88,2006,5,11,20.65,605,6,5,0.956,0,20065,0
400316.44,6178587.85,2006,5,11,20.96,605,6,5,0.956,0,20065,0
400313.21,6179087.84,2006,5,11,21.31,605,6,5,0.956,0,20065,0
400320.61,6179587.74,2006,5,11,21.67,605,6,5,0.956,0,20065,0
400319.35,6180087.72,2006,5,11,22.01,605,6,5,0.956,0,20065,0
400331.97,6180587.54,2006,5,11,22.22,605,6,5,0.956,0,20065,0
400351.87,6181087.12,2006,5,11,22.55,605,6,5,0.956,0,20065,0
400379.29,6181586.33,2006,5,11,22.89,605,6,5,0.956,0,20065,0
400392.25,6182086.7,2006,5,11,23.22,605,6,5,0.956,0,20065,0
402464.77,6182528.24,2006,5,11,24.39,606,6,6,0.759064,0,20065,0
402472.11,6182080.26,2006,5,11,24.02,606,6,6,0.956,0,20065,0
402477.92,6181580.37,2006,5,11,23.55,606,6,6,0.956,0,20065,0
402492.31,6181080.65,2006,5,11,22.97,606,6,6,0.956,0,20065,0
402498.3,6180580.77,2006,5,11,22.29,606,6,6,0.956,0,20065,0
402509,6180080.94,2006,5,11,21.51,606,6,6,0.956,0,20065,0
402523.69,6179581.17,2006,5,11,20.69,606,6,6,0.956,0,20065,0
402526.72,6179081.21,2006,5,11,19.92,606,6,6,0.956,0,20065,0
402541.85,6178581.52,2006,5,11,19.21,606,6,6,0.956,0,20065,0
402551.5,6178081.67,2006,5,11,18.78,606,6,6,0.956,0,20065,0
402564.56,6177581.91,2006,5,11,18.99,606,6,6,0.956,0,20065,0
402579.94,6177082.2,2006,5,11,19.58,606,6,6,0.956,0,20065,0
402594.53,6176582.45,2006,5,11,20.36,606,6,6,0.956,0,20065,0
402609.76,6176082.76,2006,5,11,21.2,606,6,6,0.956,0,20065,0
402626.12,6175583.09,2006,5,11,22.16,606,6,6,0.956,0,20065,0
402628.05,6175083.08,2006,5,11,22.42,606,6,6,0.956,0,20065,0
402646.93,6174583.44,2006,5,11,20.88,606,6,6,0.956,0,20065,0
402650.83,6174083.51,2006,5,11,19.35,606,6,6,0.956,0,20065,0
402656.57,6173583.54,2006,5,11,18.91,606,6,6,0.956,0,20065,0
402649.46,6173083.59,2006,5,11,18.73,606,6,6,0.956,0,20065,0
402657.69,6172583.74,2006,5,11,18.47,606,6,6,0.956,0,20065,0
402657.45,6172083.77,2006,5,11,18.25,606,6,6,0.956,0,20065,0
402667.89,6171583.95,2006,5,11,18.02,606,6,6,0.956,0,20065,0
402664.29,6171083.99,2006,5,11,17.8,606,6,6,0.956,0,20065,0
402670.58,6170584.05,2006,5,11,17.61,606,6,6,0.956,0,20065,0
402660.6,6170084.17,2006,5,11,17.42,606,6,6,0.956,0,20065,0
402664.71,6169584.25,2006,5,11,17.2,606,6,6,0.956,0,20065,0
402686.34,6169084.76,2006,5,11,16.94,606,6,6,0.956,0,20065,0
402692.3,6168584.85,2006,5,11,16.62,606,6,6,0.956,0,20065,0
402705.37,6168085.04,2006,5,11,16.25,606,6,6,0.956,0,20065,0
402710.53,6167585.09,2006,5,11,15.95,606,6,6,0.956,0,20065,0
402713.69,6167085.16,2006,5,11,15.72,606,6,6,0.956,0,20065,0
402718.2,6166585.26,2006,5,11,15.44,606,6,6,0.956,0,20065,0
402724.84,6166085.38,2006,5,11,15.05,606,6,6,0.956,0,20065,0
402726.03,6165585.42,2006,5,11,14.65,606,6,6,0.956,0,20065,0
402729.77,6165085.47,2006,5,11,14.28,606,6,6,0.956,0,20065,0
402735.68,6164585.55,2006,5,11,13.6,606,6,6,0.956,0,20065,0
402745.04,6164085.68,2006,5,11,12.44,606,6,6,0.956,0,20065,0
402748.17,6163585.74,2006,5,11,11.15,606,6,6,0.956,0,20065,0
402751.26,6163085.84,2006,5,11,11,606,6,6,0.956,0,20065,0
402756.95,6162585.94,2006,5,11,10.74,606,6,6,0.956,0,20065,0
402760.49,6162086.02,2006,5,11,10.32,606,6,6,0.956,0,20065,0
402743.7,6161586.34,2006,5,11,9.83,606,6,6,0.956,0,20065,0
402737.99,6161086.4,2006,5,11,9.54,606,6,6,0.956,0,20065,0
402715.89,6160586.9,2006,5,11,11.85,606,6,6,0.956,24,20065,0
402709.87,6160086.97,2006,5,11,13.84,606,6,6,0.956,0,20065,0
402684.55,6159587.63,2006,5,11,15.61,606,6,6,0.956,0,20065,0
402674.47,6159087.74,2006,5,11,17.8,606,6,6,0.956,0,20065,0
402653.16,6158588.22,2006,5,11,19.79,606,6,6,0.956,0,20065,0
402645.17,6158088.29,2006,5,11,21.42,606,6,6,0.956,0,20065,0
402632.86,6157588.47,2006,5,11,22.66,606,6,6,0.956,0,20065,0
402624.99,6157088.58,2006,5,11,23.68,606,6,6,0.956,0,20065,0
402629.68,6156588.61,2006,5,11,24.69,606,6,6,0.956,0,20065,0
402620.73,6156088.69,2006,5,11,25.49,606,6,6,0.956,0,20065,0
402626.79,6155588.77,2006,5,11,26.08,606,6,6,0.956,0,20065,0
402621.89,6155088.84,2006,5,11,26.66,606,6,6,0.956,0,20065,0
402630.18,6154588.97,2006,5,11,27.26,606,6,6,0.956,0,20065,0
402613.47,6154089.39,2006,5,11,27.7,606,6,6,0.956,0,20065,0
402599.92,6153589.62,2006,5,11,27.47,606,6,6,0.956,0,20065,0
402594.85,6153089.68,2006,5,11,28.14,606,6,6,0.956,0,20065,0
402576.7,6152590.06,2006,5,11,28.79,606,6,6,0.956,0,20065,0
402573.78,6152090.1,2006,5,11,29.01,606,6,6,0.956,0,20065,0
402560.42,6151590.32,2006,5,11,29.21,606,6,6,0.956,0,20065,0
402555.29,6151090.4,2006,5,11,29.35,606,6,6,0.956,0,20065,0
402535.46,6150590.7,2006,5,11,29.48,606,6,6,0.956,0,20065,0
402532.35,6150090.8,2006,5,11,29.73,606,6,6,0.956,0,20065,0
402516.64,6149591.08,2006,5,11,30,606,6,6,0.956,0,20065,0
402514.39,6149091.15,2006,5,11,30.22,606,6,6,0.956,0,20065,0
402512.15,6148591.24,2006,5,11,30.19,606,6,6,0.956,0,20065,0
402509.28,6148091.41,2006,5,11,29.71,606,6,6,0.956,0,20065,0
402479.04,6147592.41,2006,5,11,28.84,606,6,6,0.956,0,20065,0
402455.39,6147093.08,2006,5,11,27.51,606,6,6,0.956,0,20065,0
402461.83,6146593.41,2006,5,11,26.29,606,6,6,0.956,0,20065,0
402467.61,6146093.81,2006,5,11,25.46,606,6,6,0.956,0,20065,0
404339.44,6145733.14,2006,5,11,28.9,607,6,7,0.588896,0,20065,0
404349.81,6146136.82,2006,5,11,29.31,607,6,7,0.956,0,20065,0
404340.82,6146636.72,2006,5,11,29.74,607,6,7,0.956,0,20065,0
404338.59,6147136.69,2006,5,11,30.09,607,6,7,0.956,0,20065,0
404326.82,6147636.48,2006,5,11,30.33,607,6,7,0.956,0,20065,0
404321.74,6148136.45,2006,5,11,30.74,607,6,7,0.956,0,20065,0
404310.25,6148636.34,2006,5,11,31.9,607,6,7,0.956,0,20065,0
404310.78,6149136.27,2006,5,11,31.82,607,6,7,0.956,0,20065,0
404304.54,6149636.23,2006,5,11,31.66,607,6,7,0.956,0,20065,0
404306.93,6150136.2,2006,5,11,31.18,607,6,7,0.956,0,20065,0
404300.17,6150636.09,2006,5,11,29.54,607,6,7,0.956,0,20065,0
404296.95,6151136.04,2006,5,11,28.3,607,6,7,0.956,0,20065,0
